motif,observed,background,percent.observed,percent.background,fold.enrichment,pvalue,motif.name,p.adjust,p.adjust.FDR
MA0491.1,5,4165,71.4285714285714,10.4125,6.8598868118676,0.000214002592704535,JUND,0.00385204666868163,0.00385204666868163
MA0007.3,3,2293,42.8571428571429,5.7325,7.4761697090524,0.00552929026221439,Ar,0.0454221062731849,0.0454221062731849
MA0018.3,3,2564,42.8571428571429,6.41,6.68598172498328,0.00757035104553082,CREB1,0.0454221062731849,0.0454221062731849
MA0481.2,4,6399,57.1428571428571,15.9975,3.57198669434956,0.0152331201546871,FOXP1,0.0685490406960918,0.0685490406960918
MA0148.3,4,8986,57.1428571428571,22.465,2.54363931194557,0.0494862689963194,FOXA1,0.158936248801144,0.158936248801144
MA0147.3,2,2341,28.5714285714286,5.8525,4.88191859400744,0.0590574099730129,MYC,0.158936248801144,0.158936248801144
MA0077.1,2,2401,28.5714285714286,6.0025,4.75992146129589,0.0618085412004448,SOX9,0.158936248801144,0.158936248801144
MA0036.3,2,3710,28.5714285714286,9.275,3.08047747400847,0.132004189190454,GATA2,0.285073373232043,0.285073373232043
MA0107.1,2,3884,28.5714285714286,9.71,2.94247462115639,0.142536686616022,RELA,0.285073373232043,0.285073373232043
MA1105.1,2,4380,28.5714285714286,10.95,2.60926288323549,0.173711219350149,GRHL2,0.312680194830269,0.312680194830269
MA0901.1,2,5206,28.5714285714286,13.015,2.19526919488502,0.228546171337745,HOXB13,0.373984644007219,0.373984644007219
MA0139.1,3,10351,42.8571428571429,25.8775,1.65615468484756,0.262005659654194,CTCF,0.393008489481291,0.393008489481291
MA0076.2,1,3325,14.2857142857143,8.3125,1.71858216970999,0.455308943099615,ELK4,0.622159602149494,0.622159602149494
MA0691.1,1,3657,14.2857142857143,9.1425,1.56256103754053,0.48890393901972,TFAP4,0.622159602149494,0.622159602149494
MA0785.1,1,3965,14.2857142857143,9.9125,1.44118176905062,0.518466335124578,POU2F1,0.622159602149494,0.622159602149494
MA0473.2,0,2606,0,6.515,0,1,ELF1,1,1
MA0761.1,0,1328,0,3.32,0,1,ETV1,1,1
MA0024.3,0,435,0,1.0875,0,1,E2F1,1,1
