motif,observed,background,percent.observed,percent.background,fold.enrichment,pvalue,motif.name,p.adjust,p.adjust.FDR
MA0107.1,13,5587,54.1666666666667,13.9675,3.87805023566613,4.16059440948024e-06,RELA,7.48906993706443e-05,7.48906993706443e-05
MA0147.3,11,4457,45.8333333333333,11.1425,4.11337970234089,2.02101391795294e-05,MYC,0.000181891252615765,0.000181891252615765
MA0036.3,8,2791,33.3333333333333,6.9775,4.77726024125164,0.000148358451160097,GATA2,0.000890150706960584,0.000890150706960584
MA0785.1,7,2515,29.1666666666667,6.2875,4.6388336646786,0.000514917817776634,POU2F1,0.00231713017999485,0.00231713017999485
MA0018.3,7,2827,29.1666666666667,7.0675,4.12687183115199,0.00103536488523096,CREB1,0.00372731358683145,0.00372731358683145
MA0139.1,16,14251,66.6666666666667,35.6275,1.87121371599654,0.00193473623445079,CTCF,0.00580420870335236,0.00580420870335236
MA0007.3,6,2484,25,6.21,4.02576489533011,0.00290435958509652,Ar,0.00746835321881962,0.00746835321881962
MA0491.1,7,3768,29.1666666666667,9.42,3.0962491153574,0.00536306876840244,JUND,0.0120669047289055,0.0120669047289055
MA0691.1,7,3861,29.1666666666667,9.6525,3.02166968833636,0.00613290391936748,TFAP4,0.012265807838735,0.012265807838735
MA0901.1,6,3440,25,8.6,2.90697674418605,0.0139965417254728,HOXB13,0.0245362142243036,0.0245362142243036
MA0024.3,3,875,12.5,2.1875,5.71428571428571,0.0149943531370744,E2F1,0.0245362142243036,0.0245362142243036
MA0473.2,6,3718,25,9.295,2.68961807423346,0.0199539018603739,ELF1,0.0299308527905608,0.0299308527905608
MA0761.1,4,2152,16.6666666666667,5.38,3.09789343246592,0.0375119798791651,ETV1,0.0519396644480748,0.0519396644480748
MA1105.1,5,3325,20.8333333333333,8.3125,2.5062656641604,0.0443593966339833,GRHL2,0.0570335099579786,0.0570335099579786
MA0481.2,6,4929,25,12.3225,2.02880908906472,0.0663500372079632,FOXP1,0.0796200446495558,0.0796200446495558
MA0148.3,6,6260,25,15.65,1.59744408945687,0.16158965159194,FOXA1,0.181788358040932,0.181788358040932
MA0077.1,2,1852,8.33333333333333,4.63,1.79985601151908,0.305990434815192,SOX9,0.323989872157262,0.323989872157262
MA0076.2,4,5594,16.6666666666667,13.985,1.19175306876415,0.437842882319134,ELK4,0.437842882319134,0.437842882319134
