motif,observed,background,percent.observed,percent.background,fold.enrichment,pvalue,motif.name,p.adjust,p.adjust.FDR
MA0491.1,191,3866,32.7054794520548,9.665,3.38390889312517,4.37036835178981e-54,JUND,7.86666303322166e-53,7.86666303322166e-53
MA0148.3,242,8477,41.4383561643836,21.1925,1.95533118623964,7.86198495949007e-29,FOXA1,7.07578646354106e-28,7.07578646354106e-28
MA0036.3,136,3364,23.2876712328767,8.41,2.76904533090092,3.43642586917403e-28,GATA2,2.06185552150442e-27,2.06185552150442e-27
MA0785.1,141,3601,24.1438356164384,9.0025,2.68190342865186,6.64108167810007e-28,POU2F1,2.98848675514503e-27,2.98848675514503e-27
MA0691.1,143,3722,24.486301369863,9.305,2.63152083502021,1.69093580386959e-27,TFAP4,6.08736889393053e-27,6.08736889393053e-27
MA0107.1,154,4303,26.3698630136986,10.7575,2.45130030338821,1.64501792495517e-26,RELA,4.93505377486552e-26,4.93505377486552e-26
MA1105.1,147,4061,25.1712328767123,10.1525,2.47931375293891,1.0896484328642e-25,GRHL2,2.80195311307938e-25,2.80195311307938e-25
MA0077.1,101,2259,17.2945205479452,5.6475,3.06233210233647,7.08269565953556e-24,SOX9,1.5936065233955e-23,1.5936065233955e-23
MA0901.1,157,4728,26.8835616438356,11.82,2.27441299863246,1.16221898074166e-23,HOXB13,2.32443796148332e-23,2.32443796148332e-23
MA0481.2,184,6156,31.5068493150685,15.39,2.04722867544305,7.01086429074789e-23,FOXP1,1.26195557233462e-22,1.26195557233462e-22
MA0018.3,106,2604,18.1506849315068,6.51,2.78812364539276,5.95737751890266e-22,CREB1,9.74843594002253e-22,9.74843594002253e-22
MA0147.3,112,3012,19.1780821917808,7.53,2.54689006530954,3.63642584279843e-20,MYC,5.45463876419765e-20,5.45463876419765e-20
MA0139.1,257,11462,44.0068493150685,28.655,1.53574766410988,1.36614552246149e-15,CTCF,1.8915861080236e-15,1.8915861080236e-15
MA0007.3,82,2275,14.041095890411,5.6875,2.46876411259973,4.61198341156427e-14,Ar,5.9296929577255e-14,5.9296929577255e-14
MA0076.2,116,3911,19.8630136986301,9.7775,2.03150229594785,1.07241890910365e-13,ELK4,1.28690269092437e-13,1.28690269092437e-13
MA0761.1,49,1466,8.39041095890411,3.665,2.28933450447588,8.6950601854843e-08,ETV1,9.78194270866983e-08,9.78194270866983e-08
MA0473.2,77,2898,13.1849315068493,7.245,1.81986632254649,2.75219897771319e-07,ELF1,2.91409303522573e-07,2.91409303522573e-07
MA0024.3,15,572,2.56849315068493,1.43,1.79614905642303,0.0222741932211795,E2F1,0.0222741932211795,0.0222741932211795
